time,total_score,pending_tasks,completed_tasks,expired_tasks,charging_queue_total,avg_battery
272,7041.4126,0,80,4,0,66.7417
273,7041.4126,0,80,4,0,66.0149
274,7041.4126,0,80,4,0,65.4149
275,7134.2153,0,81,4,0,64.7154
276,7225.1584,0,82,4,0,64.2073
277,7225.1584,0,82,4,0,63.3942
278,7225.1584,1,82,4,0,63.2442
279,7316.7712,1,83,4,0,62.8296
280,7412.9147,1,84,4,0,62.4369
281,7412.9147,1,84,4,0,61.9869
282,7412.9147,1,84,4,0,61.5873
283,7412.9147,1,84,4,0,61.2873
284,7412.9147,1,84,4,0,60.8946
285,7505.8612,1,85,4,0,60.5391
286,7505.8612,1,85,4,0,60.6891
287,7505.8612,1,85,4,0,60.8391
288,7681.1414,1,87,4,0,61.3249
289,7681.1414,1,87,4,0,61.6249
290,7681.1414,1,87,4,0,61.9249
291,7681.1414,1,87,4,0,62.2249
292,7681.1414,1,87,4,0,62.5993
293,7862.7945,1,89,4,0,63.2248
294,7862.7945,1,89,4,0,63.6748
295,7862.7945,1,89,4,0,64.1248
296,7862.7945,1,89,4,0,63.9748
297,7949.1346,1,90,4,0,63.7481
298,7949.1346,1,90,4,0,63.2888
299,7949.1346,1,90,4,0,62.8388
300,7949.1346,1,90,4,0,62.3888
301,7949.1346,1,90,4,0,61.982
302,7949.1346,1,90,4,0,61.1547
303,8041.7785,1,91,4,0,60.411
304,8134.9734,1,92,4,0,59.7768
305,8232.0545,1,93,4,0,58.907
306,8232.0545,1,93,4,0,58.007
307,8232.0545,1,93,4,0,56.957
308,8321.039,1,94,4,0,56.0544
309,8321.039,1,94,4,0,55.0993
310,8321.039,1,94,4,0,54.2967
311,8414.3082,1,95,4,0,53.8934
312,8508.0205,1,96,4,0,53.3121
313,8508.0205,1,96,4,0,52.5621
314,8508.0205,1,96,4,0,51.6621
315,8508.0205,1,96,4,0,50.7621
316,8603.5194,1,97,4,0,49.9952
317,8603.5194,1,97,4,0,49.0952
318,8697.8896,1,98,4,0,48.4705
319,8697.8896,1,98,4,0,47.9548
320,8697.8896,1,98,4,0,48.1048
321,8697.8896,1,98,4,0,48.388
322,8697.8896,1,98,4,0,48.538
323,8697.8896,2,98,4,0,48.688
324,8697.8896,2,98,4,0,48.9663
325,8697.8896,2,98,4,0,49.0293
326,8697.8896,2,98,4,0,49.7793
327,8791.9969,2,99,4,0,50.6138
328,8828.1812,1,100,5,0,51.4279
329,8910.8466,1,101,5,0,52.1888
330,8910.8466,1,101,5,0,52.7888
331,8910.8466,1,101,5,0,53.0888
332,8910.8466,1,101,5,0,53.4528
333,8910.8466,1,101,5,0,53.7743
334,9102.4078,1,103,5,0,55.0012
335,9102.4078,1,103,5,0,56.0512
336,9102.4078,1,103,5,0,56.3512
337,9197.4892,1,104,5,0,56.7147
338,9197.4892,1,104,5,0,57.1205
339,9197.4892,1,104,5,0,57.5785
340,9197.4892,1,104,5,0,58.7785
341,9380.6598,1,106,5,0,60.2236
342,9380.6598,1,106,5,0,60.8871
343,9380.6598,1,106,5,0,61.6371
344,9380.6598,1,106,5,0,62.2371
345,9380.6598,1,106,5,0,62.848
346,9380.6598,1,106,5,0,63.448
347,9380.6598,1,106,5,0,64.1271
348,9475.4774,1,107,5,0,64.8967
349,9475.4774,1,107,5,0,65.0467
350,9475.4774,1,107,5,0,65.1967
351,9475.4774,1,107,5,0,65.3467
352,9475.4774,1,107,5,0,65.6458
353,9566.9697,1,108,5,0,65.7241
354,9566.9697,1,108,5,0,66.3073
355,9566.9697,1,108,5,0,66.9073
356,9566.9697,1,108,5,0,66.9073
357,9566.9697,1,108,5,0,66.6073
358,9566.9697,1,108,5,0,66.1573
359,9566.9697,1,108,5,0,65.7073
