time,event_type,vehicle_id,node,battery,status,assigned_task,target_station,total_distance,total_score
52,step,4,7149062312,63.8727,moving_to_depot,,,56.1273,78.7236
53,step,0,9657341789,58.1974,moving_to_task,6,,61.8026,279.1092
53,step,1,6376552506,60.9052,moving_to_depot,,,59.0948,371.9914
53,step,2,8563305763,63.6072,moving_to_task,4,,56.3928,283.2821
53,step,3,4084863367,61.2655,moving_to_task,5,,58.7344,280.3297
53,step,4,12774584141,62.3727,moving_to_depot,,,57.6273,78.7236
54,reach_depot,4,1347774990,61.7455,idle,,,58.2545,78.7236
54,step,0,9083447933,56.6974,moving_to_task,6,,63.3026,279.1092
54,step,1,5227267668,59.4052,moving_to_depot,,,60.5948,371.9914
54,step,2,3651304209,62.1072,moving_to_task,4,,57.8928,283.2821
54,step,3,4084718045,59.7655,moving_to_task,5,,60.2344,280.3297
54,step,4,1347774990,61.7455,idle,,,58.2545,78.7236
55,task_finish,2,5223314094,61.493,moving_to_task,,,58.507,372.4136
55,move_to_depot,2,5223314094,61.493,moving_to_depot,,,58.507,372.4136
55,step,0,5415569726,55.1974,moving_to_task,6,,64.8026,279.1092
55,step,1,6376564171,57.9052,moving_to_depot,,,62.0948,371.9914
55,step,2,5223314094,61.493,moving_to_depot,,,58.507,372.4136
55,step,3,4004993540,58.2655,moving_to_task,5,,61.7344,280.3297
55,step,4,1347774990,61.7455,idle,,,58.2545,78.7236
56,step,0,12201054037,53.6974,moving_to_task,6,,66.3026,279.1092
56,step,1,5227258756,56.4052,moving_to_depot,,,63.5948,371.9914
56,step,2,7256522935,59.993,moving_to_depot,,,60.007,372.4136
56,step,3,1996234807,56.7655,moving_to_task,5,,63.2344,280.3297
56,step,4,1347774990,61.7455,idle,,,58.2545,78.7236
57,dispatch,4,1347774990,61.7455,moving_to_task,7,,58.2545,78.7236
57,task_finish,0,5261426236,52.6166,moving_to_task,,,67.3834,369.2608
57,move_to_depot,0,5261426236,52.6166,moving_to_depot,,,67.3834,369.2608
57,task_finish,3,1996234813,56.7394,moving_to_task,,,63.2606,373.714
57,move_to_depot,3,1996234813,56.7394,moving_to_depot,,,63.2606,373.714
57,step,0,5261426236,52.6166,moving_to_depot,,,67.3834,369.2608
57,step,1,5734868378,54.9052,moving_to_depot,,,65.0948,371.9914
57,step,2,8567937700,58.493,moving_to_depot,,,61.507,372.4136
57,step,3,1996234813,56.7394,moving_to_depot,,,63.2606,373.714
57,step,4,5734868409,60.2455,moving_to_task,7,,59.7545,78.7236
58,reach_depot,1,1347774990,54.638,idle,,,65.362,371.9914
58,step,0,4548667837,51.1166,moving_to_depot,,,68.8834,369.2608
58,step,1,1347774990,54.638,idle,,,65.362,371.9914
58,step,2,5223312063,56.993,moving_to_depot,,,63.007,372.4136
58,step,3,4084840843,55.2394,moving_to_depot,,,64.7606,373.714
58,step,4,5293365416,58.7455,moving_to_task,7,,61.2545,78.7236
59,dispatch,1,1347774990,54.638,moving_to_task,3,,65.362,371.9914
59,step,0,9047384575,49.6166,moving_to_depot,,,70.3834,369.2608
59,step,1,11902934159,53.138,moving_to_task,3,,66.862,371.9914
59,step,2,2353396907,55.493,moving_to_depot,,,64.507,372.4136
59,step,3,4084718046,53.7394,moving_to_depot,,,66.2606,373.714
59,step,4,2189504489,57.2455,moving_to_task,7,,62.7545,78.7236
